L01_V019,25355.
L01_V019,11900.
L01_V019,5050.
L01_V019,2603.
L01_V019,20492.
L01_V019,19990.
L01_V019,7004.
L01_V019,5443.
L01_V019,8324.
L01_V019,11958.
L01_V019,20667.
L01_V019,6366.
L01_V019,16283.
L01_V019,11213.
L01_V019,444.
L01_V019,6255.
L01_V019,26545.
L01_V019,9917.
L01_V019,0.
L01_V019,919.
L01_V019,13855.
L01_V019,10077.
L01_V019,9822.
L01_V019,6679.
L01_V019,19753.
L01_V019,10750.
L01_V019,14599.
L01_V019,542.
L01_V019,2722.
L01_V019,2938.
L01_V019,18645.
L01_V019,1005.
L01_V019,5681.
L01_V019,26451.
L01_V019,14522.
L01_V019,24552.
L01_V019,2315.
L01_V019,25172.
L01_V019,2153.
L01_V019,2883.
L01_V019,23779.
L01_V019,14375.
L01_V019,20812.
L01_V019,2227.
L01_V019,23072.
L01_V019,15416.
L01_V019,5132.
L01_V019,2702.
L01_V019,18073.
L01_V019,8541.
L01_V019,14847.
L01_V019,5726.
L01_V019,78.
L01_V019,12505.
L01_V019,12090.
L01_V019,17961.
L01_V019,24715.
L01_V019,9067.
L01_V019,385.
L01_V019,3622.
L01_V019,1424.
L01_V019,13302.
L01_V019,24997.
L01_V019,25758.
L01_V019,16163.
L01_V019,3340.
L01_V019,12245.
L01_V019,10977.
L01_V019,24606.
L01_V019,16768.
L01_V019,217.
L01_V019,15547.
L01_V019,15032.
L01_V019,20143.
L01_V019,25797.
L01_V019,17.
L01_V019,2134.
L01_V019,8215.
L01_V019,7567.
L01_V019,11635.
L01_V019,25668.
L01_V019,5795.
L01_V019,14926.
L01_V019,21235.
L01_V019,10508.
L01_V019,16947.
L01_V019,7242.
L01_V019,9162.
L01_V019,26651.
L01_V019,23354.
L01_V019,13749.
L01_V019,17358.
L01_V019,2490.
L01_V019,18509.
L01_V019,13674.
L01_V019,3931.
L01_V019,9503.
L01_V019,19246.
L01_V019,25964.
L01_V019,21360.
